gene,g21,g22,g23,g24,g25,g26,g27,g31,g32,g33,g34,g35,g36,g37,g39,g41,g43,g44,g45
group_2189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
group_2194,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2196,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2206,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
group_2207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_2208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2213,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2215,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_2216,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
group_2217,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2218,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2219,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2220,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2225,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2227,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2229,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2230,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2231,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2232,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
group_2233,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_2234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2240,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2241,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
group_2242,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
group_2243,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2244,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2245,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
group_2247,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
group_2248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
group_2254,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
group_2255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2256,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2257,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
group_226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2260,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
group_2261,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_2262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2267,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
group_2268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_2269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_227,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2273,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
group_2274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2276,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_2277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2284,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1
group_2285,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2286,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2287,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_2288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2297,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
group_2298,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_230,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
group_2300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2305,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2307,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
group_2308,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
group_2309,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_231,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_2310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
group_2312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2321,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2322,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2324,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1
group_2325,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
group_2326,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
group_2327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
group_2328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
group_2329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2335,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2336,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2339,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2345,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
group_2346,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2347,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2348,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2349,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2350,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_2351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_2352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2353,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
group_2354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2359,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_236,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2360,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2361,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2362,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
group_2363,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2364,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
group_2365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
group_2366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
group_2367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_2368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2369,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
group_237,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2370,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2371,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2372,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
group_2373,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
group_2374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2380,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2381,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2382,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2383,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2384,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1
group_2385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_2386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_239,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2399,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_240,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2400,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2402,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_2403,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2413,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2414,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2415,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2416,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_2417,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
group_2418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2420,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
group_2421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
group_2422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2435,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
group_2436,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
group_2437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
group_2438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2440,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2447,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2448,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2449,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2450,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2451,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
group_2453,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
group_2454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
group_2455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
group_2456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
group_2459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2460,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
group_2461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2464,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
group_2466,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
group_2467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
group_2468,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
group_2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
group_247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_2473,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
group_2474,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2476,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
group_2477,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_2478,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
group_2479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_248,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
